index,word,difficulty,category
183,dovrebbero,0,"other verbs"
184,poteva,0,"other verbs"
185,primo,0,numbers
186,loro,0,"personal adjectives"
187,fra,0,"other adjectives"
188,volere,0,"other verbs"
189,quelli,0,"personal adjectives"
190,"di chi",0,"personal adjectives"
191,dire,0,"other verbs"
192,sono,0,"other verbs"
193,persone,0,"humans and animals"
194,bene,0,"other adjectives"
195,"al riguado",0,"other adjectives"
196,erano,0,"other verbs"
197,bianca,0,"other verbs"
198,stato,0,"other verbs"
199,pagina,0,"other Nouns"
200,presto,0,"other adjectives"
201,lontano,0,"other adjectives"
202,dimensione,0,"other adjectives"
203,come,0,"personal adjectives"
204,aveva,0,"other verbs"
205,appena,0,"other adjectives"
206,cambiare,0,"other adjectives"
207,"tutti e due",0,numbers
208,fa,0,"other verbs"
209,vedere,0,"other verbs"
210,totale,0,"other adjectives"
211,altro,0,"personal adjectives"
212,lungo,0,"other adjectives"
213,oms,0,"personal adjectives"
214,sua,0,"personal adjectives"
215,"anche se",0,"other adjectives"
216,fatto,0,"other verbs"
217,la,0,"other adjectives"
218,venire,0,"other verbs"
219,mondo,0,"other Nouns"
220,oggi,0,time
221,Signora,0,"humans and animals"
222,volere,0,"other verbs"
223,"lo stesso",0,"other adjectives"
224,totale,0,"other adjectives"
225,tedesco,0,"other adjectives"
226,"le foglie",1,"other verbs"
227,"puo essere",0,"other adjectives"
228,"il mio",0,"personal adjectives"
229,bollire,1,materials
230,nero,0,colors
231,blu,0,colors
232,rosso,0,colors
233,giallo,0,colors
234,verde,0,colors
235,marrone,0,colors
236,viola,1,colors
237,arancia,0,colors
238,grigio,0,colors
239,argento,0,materials
240,oro,0,materials
241,rosa,1,colors
242,rame,1,materials
243,ferro,1,materials
244,acciaio,1,materials
245,Signora,1,"humans and animals"
246,casa,0,"at home"
247,giardino,0,"at home"
248,porta,0,"at home"
249,finestra,1,"at home"
250,camera,0,"at home"
251,strada,0,"at home"
252,"le scale",1,"at home"
253,sentiero,0,"at home"
254,Pericolo!,0,phrases
255,"carta geografica",1,travel
256,destra,0,travel
257,sinistra,0,travel
258,sopra,0,"other adjectives"
259,sotto,0,"other adjectives"
260,grazie,0,phrases
261,"per favore",0,phrases
262,"Buon giorno!",0,phrases
263,"Buona serata!",1,phrases
264,Ciao!,0,phrases
265,"Come stai?",1,phrases
266,cattivo,0,"other adjectives"
267,Addio!,0,phrases
268,Ciao!,0,phrases
269,no,0,phrases
270,molto,0,"other adjectives"
271,"Parlare tedesco?",1,phrases
272,Scusi!,1,phrases
273,manzo,0,"eat and drink"
274,manzo,1,"eat and drink"
275,"carne di tacchino",0,"eat and drink"
276,ristorante,0,"eat and drink"
277,"carne di maiale",1,"eat and drink"
278,uovo,0,"eat and drink"
279,insalata,0,"eat and drink"
280,verdure,1,"eat and drink"
281,patata,1,"eat and drink"
282,acqua,0,"eat and drink"
283,"acqua minerale",1,"eat and drink"
284,"te freddo",1,"eat and drink"
285,"Coca Cola",1,"eat and drink"
286,birra,1,"eat and drink"
287,torta,1,"eat and drink"
288,antipasto,1,"eat and drink"
289,"portata principale",1,"eat and drink"
290,contorno,1,"eat and drink"
291,dolce,1,"eat and drink"
292,vino,0,"eat and drink"
293,limone,1,"eat and drink"
294,mela,0,"eat and drink"
295,pomodoro,0,"eat and drink"
296,banana,0,"eat and drink"
297,ghiaccio,0,"eat and drink"
298,gelato,0,"eat and drink"
299,forchetta,1,"eat and drink"
300,coltello,1,"eat and drink"
301,cucchiaio,1,"eat and drink"
302,lingua,1,"humans and animals"
303,domani,0,time
304,ieri,0,time
305,salsa,1,"eat and drink"
306,"in 2 giorni",1,time
307,giorno,0,time
308,settimana,0,time
309,mese,0,time
310,anno,1,time
311,minuto,0,time
312,ora,0,time
313,secundo,0,time
314,mezzo,1,time
315,"Che ore sono?",1,phrases
316,"Che cose questo?",1,phrases
317,"Quanto costa questo?",1,phrases
318,qui,0,phrases
319,uso,1,"other verbs"
320,Dove?,0,phrases
321,"Questo tavolo e gratuito?",1,phrases
322,"Dove la toilette?",1,phrases
323,domanda,0,"other Nouns"
324,risposta,0,"other Nouns"
325,"Dove posso trovare...?",1,phrases
326,dritto,1,travel
327,"Come ti chiami?",1,phrases
328,"una carta per favore",1,phrases
329,fattura,0,"eat and drink"
330,cuore,0,"humans and animals"
331,"sto cercando",1,phrases
332,voglio,1,phrases
333,"Avete ...?",1,phrases
334,"Potete per favore aiutarmi?",1,phrases
335,"Chiama rapidamente un'ambulanza!",1,phrases
336,aereo,0,travel
337,macchina,0,travel
338,macchina,0,"other Nouns"
339,spiaggia,1,travel
340,mare,0,travel
341,lago,0,travel
342,montagna,0,travel
343,nazione,0,travel
344,parola,0,"other Nouns"
345,nave,0,travel
346,bagaglio,1,travel
347,treno,0,travel
348,motociclo,0,travel
349,bicicletta,0,travel
350,hotel,0,travel
351,frase,0,"other Nouns"
352,piatto,1,"at home"
353,importante,0,"other adjectives"
354,autobus,0,travel
355,taxi,0,travel
356,mangiare,0,"eat and drink"
357,insieme,0,"other adjectives"
358,medico,1,work
359,farmacia,1,work
360,"polizia stradale",0,work
361,"vigili del fuoco",1,work
362,banca,0,work
363,inviare,0,work
364,ATM,0,travel
365,caffetteria,0,"eat and drink"
366,caffe,0,"eat and drink"
367,te,0,"eat and drink"
368,scarpe,0,clothes
369,maglietta,0,clothes
370,vestito,1,clothes
371,cap,0,clothes
372,calzini,0,clothes
373,"i pantaloni",0,clothes
374,maglione,0,clothes
375,giacca,0,clothes
376,sciarpa,1,clothes
377,nuoto,1,"other verbs"
378,gioco,0,"free time"
379,"bagno termale",1,travel
380,scuola,0,work
381,"gli sport",0,"free time"
382,teatro,0,"free time"
383,cinema,0,"free time"
384,musica,0,"free time"
385,cantare,0,"other verbs"
386,"tempo metereologico",1,weather
387,sole,0,weather
388,pioggia,0,weather
389,nube,1,weather
390,cielo,1,weather
391,terra,0,"other Nouns"
392,erba,0,"other Nouns"
393,caldo,0,weather
394,freddo,0,weather
395,temperatura,0,weather
396,Grado,0,weather
397,povera,0,"humans and animals"
398,gamba,0,"humans and animals"
399,testa,0,"humans and animals"
400,pancia,1,"humans and animals"
401,orso,0,"humans and animals"
402,piede,0,"humans and animals"
403,corpo,0,"humans and animals"
404,occhio,0,"humans and animals"
405,bocca,0,"humans and animals"
406,naso,0,"humans and animals"
407,orecchio,0,"humans and animals"
408,scrivi,0,"other verbs"
409,collo,1,"humans and animals"
410,numero,0,numbers
411,foto,0,"free time"
412,mobile,0,"at home"
413,computer,0,"at home"
414,tavolo,0,"at home"
415,sedia,0,"at home"
416,tv,0,"at home"
417,perno,1,"other Nouns"
418,cappotto,1,clothes
419,parete,0,"at home"
420,amico,0,"humans and animals"
421,ragazza,0,"humans and animals"
422,ragazzo,0,"humans and animals"
423,penna,1,"at home"
424,carta,1,"at home"
425,albero,0,"other Nouns"
426,scimmia,1,"humans and animals"
427,flore,0,"other Nouns"
428,ascolta,0,"other verbs"
429,mucca,0,"humans and animals"
430,cavallo,1,"humans and animals"
431,cavallo,0,"humans and animals"
432,cane,0,"humans and animals"
433,gatto,0,"humans and animals"
434,topo,0,"humans and animals"
435,scarabeo,1,"humans and animals"
436,ape,0,"humans and animals"
437,"di notte",1,time
438,giorno,1,time
439,orologio,1,time
440,viaggio,1,travel
441,stupido,0,"other adjectives"
442,posto,0,"other Nouns"
443,gratuito,0,"other adjectives"
444,"stazione di servizio",1,travel
445,pensare,0,"other verbs"
446,"Quanto costa?",1,phrases
447,facile,0,"other adjectives"
448,difficile,0,"other adjectives"
449,giu,0,"other adjectives"
450,indietro,0,"other adjectives"
451,riparazione,0,"other Nouns"
452,rotto,0,"other adjectives"
453,valigia,1,travel
454,bambino,0,"humans and animals"
455,ingranaggio,1,"at home"
456,bere,0,"eat and drink"
457,aeroporto,0,travel
458,"stazione ferroviaria",1,travel
459,extra,0,"other adjectives"
460,lunedi,0,time
461,martedi,0,time
462,mercoledi,0,time
463,giovedi,0,time
464,venerdi,0,time
465,sabato,0,time
466,domenica,0,time
467,gennaio,0,time
468,febbraio,0,time
469,marzo,0,time
470,decimo,1,numbers
471,aprile,0,time
472,2021,1,time
473,maggio,0,time
474,giugno,0,time
475,luglio,0,time
476,agosto,0,time
477,settembre,0,time
478,ottobre,0,time
479,novembre,0,time
480,dicembre,0,time
481,corda,1,"other Nouns"
482,recinzione,1,"at home"
483,citta,0,"at home"
484,villaggio,1,"at home"
485,Euro,0,work
486,"i soldi",0,work
487,benzina,0,travel
488,olio,0,travel
489,diesel,0,travel
490,vite,1,"other Nouns"
491,veloce,0,travel
492,lentamente,0,travel
493,freno,1,travel
494,motore,1,travel
495,guidare,0,travel
496,curva,1,travel
497,attraversamento,1,travel
498,semaforo,1,travel
499,chiesa,1,travel
500,specchio,1,"at home"
501,cervo,1,"humans and animals"
502,uccello,0,"humans and animals"
503,"un peccato",0,"other adjectives"
504,scomparire,1,"other verbs"
505,"mi piace",1,emotions
506,inglese,0,travel
507,ripetere,1,"other verbs"
508,fortuna,0,emotions
509,"fine settimana",1,time
510,compagnio,0,"humans and animals"
511,nozze,1,"other Nouns"
512,sposato,0,"other adjectives"
513,"Quanti anni hai?",1,phrases
514,azienda,1,work
515,numero,0,numbers
516,indirizzo,0,"at home"
517,casa,0,"at home"
518,ballare,0,"free time"
519,capelli,0,"humans and animals"
520,soddifatto,1,emotions
521,"non importa",0,"other adjectives"
522,aiuto,0,"other Nouns"
523,"No problemo!",1,phrases
524,lavoro,1,"at home"
525,lavoro,0,"at home"
526,padre,0,"humans and animals"
527,madre,0,"humans and animals"
528,nonna,1,"humans and animals"
529,figlia,1,"humans and animals"
530,figlio,0,"humans and animals"
531,fratelli,0,"humans and animals"
532,sorella,0,"humans and animals"
533,"studente universitario",0,work
534,"musica lirica",1,travel
535,universitare,1,work
536,"prima calzione",0,"eat and drink"
537,pranzare,0,"eat and drink"
538,cena,0,"eat and drink"
539,merenda,0,"eat and drink"
540,cioccolato,0,"eat and drink"
541,libro,0,"free time"
542,scatola,1,"at home"
543,chiave,0,"at home"
544,portafoglio,1,"at home"
545,elettricita,1,"at home"
546,raccontare,0,"other verbs"
547,bellissimo,0,"other adjectives"
548,doccia,0,"at home"
549,camera,0,"free time"
550,immagine,0,"at home"
551,gabinetto,0,"at home"
552,rete,1,"at home"
553,serratura,1,"other verbs"
554,ingresso,0,"at home"
555,uscita,0,"at home"
556,forno,0,"at home"
557,frigo,0,"at home"
558,forno,1,"eat and drink"
559,"attivita commerciale",1,work
560,macelleria,1,"eat and drink"
561,uso,0,"other Nouns"
562,bottiglia,0,"eat and drink"
563,bicchiere,0,"eat and drink"
564,piatto,0,"eat and drink"
565,aria,1,weather
566,gas,0,"other Nouns"
567,ascensore,1,"at home"
568,pavimento,1,"at home"
569,letto,0,"at home"
570,riscaldatore,1,"at home"
571,cucinare,0,"eat and drink"
572,"aria condizionata",1,"at home"
573,leggero,0,"at home"
574,sciocchezze,0,"at home"
575,dormire,0,"other verbs"
576,telefono,0,"at home"
577,pagnotta,0,"eat and drink"
578,"Buon appetito!",1,phrases
579,"A beneficio!",0,phrases
580,invito,1,"free time"
581,manca,0,"other verbs"
582,"La minestra",0,"eat and drink"
583,prosciutto,0,"eat and drink"
584,salsiccia,1,"eat and drink"
585,pasta,0,"eat and drink"
586,riso,0,"eat and drink"
587,pollo,1,"humans and animals"
588,formaggio,0,"eat and drink"
589,grigliare,1,"eat and drink"
590,limonata,0,"eat and drink"
591,succo,0,"eat and drink"
592,latte,0,"eat and drink"
593,zucchero,0,"eat and drink"
594,sale,0,"eat and drink"
595,caldo,0,weather
596,frutti,0,"eat and drink"
597,pezzo,0,"other Nouns"
598,NULL,0,general
599,NULL,0,general
600,sangue,0,"humans and animals"
601,alcol,0,"eat and drink"
602,Giusto!,0,phrases
603,grasso,0,"eat and drink"
604,"di spessore",0,"other adjectives"
605,magro,0,"other adjectives"
606,bicchieri,0,clothes
607,messaggio,1,"free time"
608,sognare,0,"free time"
609,desiderio,0,"free time"
610,lavare,0,"other verbs"
611,fragola,0,"eat and drink"
612,cipolla,0,"eat and drink"
613,lana,1,materials
614,pelle,1,materials
615,legna,0,materials
616,materiale,1,materials
617,"costume da bagno",1,clothes
618,"completo da uomo",1,clothes
619,sapone,0,materials
620,accendino,1,"at home"
621,aprire,0,"other verbs"
622,spegnimento,0,"other verbs"
623,candela,1,"at home"
624,fuoco,0,"other Nouns"
625,Film,1,"free time"
626,leggere,0,"other verbs"
627,imparare,0,"other verbs"
628,fumo,0,"other verbs"
629,camminare,0,"other verbs"
630,sigaretta,0,"free time"
631,colla,1,"other Nouns"
632,forbici,0,"other Nouns"
633,pericoloso,0,"other adjectives"
634,segnato,0,"other adjectives"
635,salvato,0,"other adjectives"
636,affitto,0,"other verbs"
637,comprare,0,"other verbs"
638,nuotare,0,"free time"
639,palla,0,"free time"
640,viso,1,"humans and animals"
641,borsa,1,clothes
642,individualmente,1,numbers
643,doppio,1,numbers
644,maschera,0,clothes
645,calcio,0,"free time"
646,tennis,0,"free time"
647,perdere,0,"other verbs"
648,ottenere,0,"other verbs"
649,vincere,0,"other verbs"
650,salto,0,"other verbs"
651,edificio,1,travel
652,famiglia,0,"humans and animals"
653,campo,0,travel
654,isola,1,travel
655,credere,1,"other verbs"
656,centro,0,"other Nouns"
657,linea,0,"other Nouns"
658,bar,0,travel
659,dolore,0,emotions
660,dente,1,"humans and animals"
661,pelle,0,"humans and animals"
662,dito,0,"humans and animals"
663,schermo,0,"other Nouns"
664,dimostrare,0,"other verbs"
665,dormire,0,"other verbs"
666,decidere,1,"other verbs"
667,tavoletta,0,"other Nouns"
668,febbre,1,"other Nouns"
669,,0,"other adjectives"
670,presto,0,time
671,tardi,0,time
672,NULL,0,general
673,primavera,1,time
674,estat,1,time
675,autunno,1,time
676,inverno,1,time
677,bagnato,0,weather
678,vigilia,0,time
679,mezzogiorno,0,time
680,notte,0,time
681,fulmini,1,weather
682,luna,0,weather
683,stella,0,weather
684,vento,0,weather
685,assenza,0,"other verbs"
686,diverso,0,"other adjectives"
687,ansia,0,emotions
688,gioia,0,emotions
689,nervoso,0,emotions
690,stanco,0,emotions
691,povero,0,"other adjectives"
692,ricco,0,"other adjectives"
693,prendere,0,"other verbs"
694,NULL,0,general
695,numeri,0,"other verbs"
696,rottura,0,"other verbs"
697,inizio,0,"other verbs"
698,"le tasse",1,"other verbs"
699,confortevole,1,emotions
700,rilevare,1,"other verbs"
701,conoscere,0,"other verbs"
702,"un po",0,"other adjectives"
703,largo,0,"other adjectives"
704,alto,0,"other adjectives"
705,lungo,0,"other adjectives"
706,pesante,0,"other adjectives"
707,avere,0,"other verbs"
708,portare,0,"other verbs"
709,cosa,0,"other Nouns"
710,urgente,0,"other adjectives"
711,angolo,0,"other Nouns"
712,alcune,0,"other adjectives"
713,"non corretto",0,"other adjectives"
714,corretta,0,"other adjectives"
715,errore,0,"other Nouns"
716,conseguenze,0,"other verbs"
717,amichevole,0,emotions
718,NULL,0,general
719,legge,1,work
720,liscio,0,"other adjectives"
721,"a prendere",0,"other verbs"
722,idea,1,work
723,dentro,0,"other adjectives"
724,"al di fuori",0,"other adjectives"
725,interessante,0,emotions
726,tutti,0,"personal adjectives"
727,qualcuno,0,"personal adjectives"
728,giovane,0,"other adjectives"
729,vecchio,0,"other adjectives"
730,catena,1,clothes
731,collina,1,travel
732,intelligente,0,emotions
733,NULL,0,general
734,vuoto,0,"other adjectives"
735,pieno,0,"other adjectives"
736,canzone,1,"free time"
737,prestare,1,"other verbs"
738,rilassato,0,"other adjectives"
739,divertente,0,emotions
740,prendere,0,"other verbs"
741,coraggioso,1,emotions
742,cognome,0,"humans and animals"
743,notizia,0,"at home"
744,mai,0,"other adjectives"
745,NULL,0,general
746,nessuno,0,"personal adjectives"
747,NULL,0,general
748,spesso,0,"other adjectives"
749,raro,0,"other adjectives"
750,originale,0,"other Nouns"
751,nord,0,travel
752,officiale,0,"other adjectives"
753,est,0,travel
754,conoscenza,0,"other verbs"
755,sud,0,travel
756,ovest,0,travel
757,Austria,1,travel
758,dimorare,0,"at home"
759,passaporto,0,travel
760,parco,0,travel
761,rompere,0,"free time"
762,sfortuna,0,emotions
763,piano,0,travel
764,plastica,0,materials
765,prezzo,0,"other Nouns"
766,test,0,"other verbs"
767,adulto,1,"humans and animals"
768,salvare,1,"other verbs"
769,odore,1,"humans and animals"
770,NULL,0,general
771,chiamata,1,"other verbs"
772,raccogliere,0,"other verbs"
773,danno,1,"other Nouns"
774,stagione,1,time
775,scherzo,0,emotions
776,spedire,0,"other verbs"
777,battere,0,"other verbs"
778,colpa,1,emotions
779,proteggere,1,"other verbs"
780,impaurire,1,"other verbs"
781,tagliare,0,"other verbs"
782,tranquillamente,0,"other adjectives"
783,secondo,0,"other adjectives"
784,"si sicuro",0,"other adjectives"
785,sedere,0,"other verbs"
786,"in piedi",0,"other verbs"
787,menzogna,0,"other verbs"
788,"al momento",0,"other adjectives"
789,altrimenti,0,"other adjectives"
790,divertimento,0,emotions
791,ragno,1,"humans and animals"
792,superiore,0,"other Nouns"
793,"il giro",0,"other adjectives"
794,difficile,0,"other adjectives"
795,morbido,0,"other adjectives"
796,forte,0,"other adjectives"
797,debole,0,"other adjectives"
798,pietra,0,"other Nouns"
799,"invece di",0,"other adjectives"
800,voce,1,"humans and animals"
801,orgoglioso,0,emotions
802,punizione,0,"other Nouns"
803,"prendere parte",1,"other verbs"
804,incontro,1,work
805,"in profondita",0,"other adjectives"
806,rumore,1,"other Nouns"
807,indossare,0,"other verbs"
808,vita,0,"other verbs"
809,morire,0,"other verbs"
810,triste,0,emotions
811,fedele,1,emotions
812,asciutto,1,weather
813,separato,0,"other verbs"
814,tuttavia,0,"other adjectives"
815,NULL,0,general
816,sotto,0,"other adjectives"
817,possible,0,"other adjectives"
818,"senza senso",1,"other Nouns"
819,firma,1,work
820,titolo,0,work
821,"sulla strada",1,travel
822,interrompere,1,"other verbs"
823,incomprensibile,0,"other adjectives"
824,"causa ultima",0,"other Nouns"
825,vietato,0,"other verbs"
826,bisogno,0,"other verbs"
827,responsabile,1,work
828,ottimizzare,0,"other verbs"
829,dimenticare,0,"other verbs"
830,traffico,1,travel
831,impedire,1,"other verbs"
832,partire,0,"other verbs"
833,diverso,0,"other adjectives"
834,NULL,0,general
835,promettere,1,"other verbs"
836,contrarre,1,work
837,nascondere,0,"other verbs"
838,tentare,0,"other verbs"
839,fiducia,0,"other verbs"
840,NULL,0,general
841,poco,0,"other adjectives"
842,davanti,0,"other adjectives"
843,indietro,0,"other adjectives"
844,Avanti!,1,phrases
845,verita,0,"other Nouns"
846,"dire bugie",0,"other verbs"
847,crescere,0,"other verbs"
848,interruttore,0,"other verbs"
849,accendere,0,"other verbs"
850,spegni,0,"other verbs"
851,"per colpa di",0,"other adjectives"
852,scegliere,0,"other verbs"
853,piangere,0,emotions
854,corto,0,"other adjectives"
855,NULL,0,general
856,"buttar via",1,"other verbs"
857,almeno,0,"other adjectives"
858,"al massimo",0,"other adjectives"
859,pubblicita,1,"other Nouns"
860,consiglia,0,"other verbs"
861,prezioso,0,"other adjectives"
862,NULL,0,general
863,meraviglia,0,"other Nouns"
864,divano,0,"at home"
865,scopo,0,"other Nouns"
866,inizio,0,"other Nouns"
867,punto,0,"other Nouns"
868,linea,0,"other Nouns"
869,cerchio,0,"other Nouns"
870,rettangolo,1,"other Nouns"
871,triangolo,1,"other Nouns"
872,centro,0,travel
873,abbastanza,0,"other adjectives"
874,distruggere,0,"other verbs"
875,NULL,0,general
876,linea,0,"other adjectives"
877,futuro,1,time
878,storia,1,time
879,calcolare,1,numbers
880,"per esempio",1,phrases
881,scorso,0,"other adjectives"
882,stato,1,"other Nouns"
883,cilindro,0,"other Nouns"
884,insieme,0,"other adjectives"
885,cono,1,"other Nouns"
886,caricabatterie,0,"other Nouns"
887,"per cento",0,numbers
888,elenco,0,"other Nouns"
889,video,0,"free time"
890,pressare,0,"other verbs"
891,tirare,0,"other verbs"
892,elefante,0,"humans and animals"
893,pinguino,0,"humans and animals"
894,leone,1,"humans and animals"
895,discoteca,0,travel
896,privato,0,"other adjectives"
897,cap,1,clothes
898,altoparlante,0,"other Nouns"
899,insegnante,1,work
900,gonna,1,clothes
901,compleanno,0,"free time"
902,"tempo libero",0,travel
903,vacanza,0,travel
904,ruota,0,travel
905,sconosciuto,0,"other adjectives"
906,sveglia,1,"at home"
907,armadio,1,"at home"
908,cucina,0,"at home"
909,"vasca da bagno",1,"at home"
910,spazzolino,1,"at home"
911,Radio,0,travel
912,lettera,0,travel
913,pepe,0,"eat and drink"
914,serpente,1,"humans and animals"
915,balcone,0,"at home"
916,direzione,1,travel
917,zaino,0,travel
918,ponte,1,travel
919,tunnel,1,travel
920,barba,1,"humans and animals"
921,tazza,1,"free time"
922,stuoia,1,"at home"
923,scatola,1,"at home"
924,coperta,1,"at home"
925,"seminterrato, cantina",0,"at home"
926,"box auto",0,"at home"
927,mensola,1,"at home"
928,terra,0,"at home"
929,mossa,0,"other verbs"
930,toccare,0,"other verbs"
931,giornale,1,"at home"
932,nebbia,1,weather
933,neve,0,weather
934,camicia,1,clothes
935,volare,0,travel
936,autunno,0,"other verbs"
937,casco,1,clothes
938,liguaggio,1,travel
939,rompere,0,"other verbs"
940,visualizza,1,travel
941,disegnare,0,"free time"
942,"in genere",0,"other adjectives"
943,caricare,0,"other verbs"
944,accelerare,0,"other verbs"
945,"sembrano essere",0,"other verbs"
946,relax,0,"free time"
947,grandine,1,weather
948,pigro,0,emotions
949,ambizioso,0,emotions
950,dare,0,"other verbs"
951,lavello,1,"at home"
952,dare,0,"other verbs"
953,tesoro,1,"other Nouns"
954,dolce,0,"eat and drink"
955,acuto,0,"eat and drink"
956,arrabbiato,0,"eat and drink"
957,disgustoso,0,"other adjectives"
958,amaro,0,"eat and drink"
959,morto,0,"other adjectives"
960,giocare,0,"free time"
961,decorazione,0,"at home"
962,telecomando,1,"at home"
963,camion,0,travel
964,stoffa,1,"at home"
965,pad,1,"at home"
966,puo,0,"eat and drink"
967,pacchetto,0,"other Nouns"
968,connessione,1,"other Nouns"
969,"in alto, tetto",0,"at home"
970,tenda,1,"at home"
971,libra,1,"other Nouns"
972,data,0,time
973,banner,0,"other Nouns"
974,media,1,numbers
975,astuccio,0,"other Nouns"
976,gruppo,0,travel
977,totale,0,numbers
978,rango,0,numbers
