index,word,difficulty,category
92,"ha sido",0,"other verbs"
93,ahora,0,time
94,siempre,0,"other adjectives"
95,su,0,"personal adjectives"
96,bien,0,"other adjectives"
97,esto,0,"personal adjectives"
98,su,0,"personal adjectives"
99,haria,0,"other verbs"
100,esto,0,"personal adjectives"
101,bastante,0,"other adjectives"
102,porque,0,"other adjectives"
103,cual,0,"personal adjectives"
104,nada,0,"other adjectives"
105,esto,0,"personal adjectives"
106,todo,0,"other adjectives"
107,fueron,0,"other verbs"
108,querer,0,"other verbs"
109,Senor,0,"humans and animals"
110,mucho,0,"other adjectives"
111,mi,0,"personal adjectives"
112,entonces,0,"other adjectives"
113,deberia,0,"other verbs"
114,estado,0,"other verbs"
115,dejar,0,"other verbs"
116,esto,0,"other adjectives"
117,hacer,0,"other verbs"
118,"de ellos",0,"other adjectives"
119,mas,0,"other adjectives"
120,"la vida",0,"other Nouns"
121,ley,0,"other adjectives"
122,"alguna cosa",0,"other adjectives"
123,no,0,"other adjectives"
124,su,0,"personal adjectives"
125,si,0,"other adjectives"
126,"para ti",0,"personal adjectives"
127,todas,0,"personal adjectives"
128,enorme,0,"other adjectives"
129,Anos,1,time
130,sabio,0,"other nouns"
131,"tengo que",0,"other verbs"
132,cual,0,"personal adjectives"
133,haria,0,"other verbs"
134,primero,0,"other adjectives"
135,"una vez",0,"other adjectives"
136,hombre,0,"humans and animals"
137,tendria,0,"other verbs"
138,dos,0,numbers
139,usted,0,"personal adjectives"
140,solo,0,"other adjectives"
141,uno,0,numbers
142,tre,0,numbers
143,quattro,0,numbers
144,cinque,0,numbers
145,seis,0,numbers
146,sette,0,numbers
147,otto,0,numbers
148,nueve,0,numbers
149,decenas,0,numbers
150,undecenas,1,numbers
151,tredecenas,1,numbers
152,dosdecenas,1,numbers
153,veinte,1,numbers
154,"veinte uno",1,numbers
155,treinta,1,numbers
156,cuarenta,1,numbers
157,cincuenta,1,numbers
158,sesenta,1,numbers
159,setenta,1,numbers
160,ochenta,1,numbers
161,noventa,1,numbers
162,centenar,1,numbers
163,doscientos,1,numbers
164,mil,1,numbers
165,millones,1,numbers
166,"por ciento",1,numbers
167,menos,1,numbers
168,mas,1,numbers
169,veces,1,numbers
170,cuando,0,time
171,"de los hombres",1,"humans and animals"
172,tiempo,0,"other adjectives"
173,parrafo,1,"other Nouns"
174,diferente,0,"other adjectives"
175,amor,0,emotions
176,no,0,"other adjectives"
177,"con el fin de",0,"other adjectives"
178,"con alegria",0,"other adjectives"
179,"en absoluto",0,"other adjectives"
180,mano,0,"humans and animals"
181,Senor,1,"humans and animals"
182,"para ti",0,"personal adjectives"
183,deberia,0,"other verbs"
184,podria,0,"other verbs"
185,primero,0,numbers
186,su,0,"personal adjectives"
187,entre,0,"other adjectives"
188,querer,0,"other verbs"
189,esos,0,"personal adjectives"
190,cuyo,0,"personal adjectives"
191,decir,0,"other verbs"
192,soy,0,"other verbs"
193,personas,0,"humans and animals"
194,bien,0,"other adjectives"
195,"sobre eso",0,"other adjectives"
196,fueron,0,"other verbs"
197,blanco,0,"other verbs"
198,estado,0,"other verbs"
199,pagina,0,"other Nouns"
200,pronto,0,"other adjectives"
201,lejos,0,"other adjectives"
202,talla,0,"other adjectives"
203,semejante,0,"personal adjectives"
204,tenido,0,"other verbs"
205,solo,0,"other adjectives"
206,cambiar,0,"other adjectives"
207,"ambas cosas",0,numbers
208,hace,0,"other verbs"
209,ver,0,"other verbs"
210,entero,0,"other adjectives"
211,otro,0,"personal adjectives"
212,largo,0,"other adjectives"
213,oms,0,"personal adjectives"
214,su,0,"personal adjectives"
215,qunque,0,"other adjectives"
216,hecho,0,"other verbs"
217,alli,0,"other adjectives"
218,venir,0,"other verbs"
219,mundo,0,"other Nouns"
220,hoy,0,time
221,Senora,0,"humans and animals"
222,voluntad,0,"other verbs"
223,"lo mismo",0,"other adjectives"
224,entero,0,"other adjectives"
225,aleman,0,"other adjectives"
226,"ale de",1,"other verbs"
227,quizas,0,"other adjectives"
228,mia,0,"personal adjectives"
229,seda,1,materials
230,negro,0,colors
231,azul,0,colors
232,rojo,0,colors
233,amarillo,0,colors
234,verde,0,colors
235,marron,0,colors
236,violeta,1,colors
237,naranja,0,colors
238,gris,0,colors
239,plata,0,materials
240,oro,0,materials
241,rosa,1,colors
242,cobre,1,materials
243,planchar,1,materials
244,acero,1,materials
245,dama,1,"humans and animals"
246,casa,0,"at home"
247,jardin,0,"at home"
248,puerta,0,"at home"
249,ventana,1,"at home"
250,habitacion,0,"at home"
251,camino,0,"at home"
252,Escaleras,1,"at home"
253,camino,0,"at home"
254,Peligro!,0,phrases
255,mapa,1,travel
256,derecho,0,travel
257,izquierda,0,travel
258,sobre,0,"other adjectives"
259,debajo,0,"other adjectives"
260,Gracias,0,phrases
261,"Eres bienvenido",0,phrases
262,"Buenos Dias!",0,phrases
263,"Buenas noches!",1,phrases
264,Hola!,0,phrases
265,"Como estas?",1,phrases
266,malo,0,"other adjectives"
267,Adios!,0,phrases
268,Chau!,0,phrases
269,no,0,phrases
270,muy,0,"other adjectives"
271,"Hablas aleman?",1,phrases
272,Perdoneme!,1,phrases
273,"carne de vaca",0,"eat and drink"
274,"carne de pavo",1,"eat and drink"
275,pescado,0,"eat and drink"
276,restaurante,0,"eat and drink"
277,"carne de cerdo",1,"eat and drink"
278,huevo,0,"eat and drink"
279,ensalada,0,"eat and drink"
280,verduras,1,"eat and drink"
281,Papa,1,"eat and drink"
282,agua,0,"eat and drink"
283,"agua mineral",1,"eat and drink"
284,"te helado",1,"eat and drink"
285,"reajuste salarial",1,"eat and drink"
286,cerveza,1,"eat and drink"
287,pastel,1,"eat and drink"
288,inicio,1,"eat and drink"
289,"plato principal",1,"eat and drink"
290,adornar,1,"eat and drink"
291,postre,1,"eat and drink"
292,vino,0,"eat and drink"
293,limon,1,"eat and drink"
294,manzana,0,"eat and drink"
295,tomate,0,"eat and drink"
296,platano,0,"eat and drink"
297,hielo,0,"eat and drink"
298,Helado,0,"eat and drink"
299,tenedor,1,"eat and drink"
300,cuchillo,1,"eat and drink"
301,cuchara,1,"eat and drink"
302,lengua,1,"humans and animals"
303,manana,0,time
304,ayer,0,time
305,salsa,1,"eat and drink"
306,"en 2 dias",1,time
307,dia,0,time
308,semana,0,time
309,mes,0,time
310,ano,1,time
311,minuto,0,time
312,hora,0,time
313,segundo,0,time
314,mitad,1,time
315,"Que hora es?",1,phrases
316,"Que es esto?",1,phrases
317,"Cuanto cuesta esto?",1,phrases
318,aqui,0,phrases
319,usar,1,"other verbs"
320,Donde?,0,phrases
321,"Esta mesa es gratis?",1,phrases
322,"Donde esta el inodoro?",1,phrases
323,pregunta,0,"other Nouns"
324,respuesta,0,"other Nouns"
325,"Donde esta eso?",1,phrases
326,derecho,1,travel
327,"Como se llama?",1,phrases
328,"Una tarjeta por favor!",1,phrases
329,factura,0,"eat and drink"
330,corazon,0,"humans and animals"
331,"Estoy buscando",1,phrases
332,"me gustaria",1,phrases
333,"Tienes ...?",1,phrases
334,"Me puedes ayudar?",1,phrases
335,"LLame a una ambulancia rapidamente!",1,phrases
336,avion,0,travel
337,automovil,0,travel
338,maquina,0,"other Nouns"
339,playa,1,travel
340,mar,0,travel
341,lago,0,travel
342,montana,0,travel
343,pais,0,travel
344,palabra,0,"other Nouns"
345,Embarcacion,0,travel
346,Equipaje,1,travel
347,entrenar,0,travel
348,motocicleta,0,travel
349,bicicleta,0,travel
350,hotel,0,travel
351,oracion,0,"other Nouns"
352,Departamento,1,"at home"
353,importante,0,"other adjectives"
354,autobus,0,travel
355,taxi,0,travel
356,comer,0,"eat and drink"
357,juntos,0,"other adjectives"
358,meico,1,work
359,farmacia,1,work
360,policia,0,work
361,"cuerpo de Bomberos",1,work
362,Banco,0,work
363,correo,0,work
364,"Cajero automatico",0,travel
365,cafeteria,0,"eat and drink"
366,cafe,0,"eat and drink"
367,te,0,"eat and drink"
368,Zapatos,0,clothes
369,"Camiseta de manga corta",0,clothes
370,vestir,1,clothes
371,gorra,0,clothes
372,Calcetines,0,clothes
373,pantalones,0,clothes
374,pull-over,0,clothes
375,chaqueta,0,clothes
376,bufanda,1,clothes
377,Natacion,1,"other verbs"
378,juego,0,"free time"
379,"Bano termal",1,travel
380,Colegio,0,work
381,Deportes,0,"free time"
382,teatro,0,"free time"
383,cine,0,"free time"
384,musica,0,"free time"
385,cantar,0,"other verbs"
386,Tiempo,1,weather
387,sol,0,weather
388,lluvia,0,weather
389,nube,1,weather
390,cielo,1,weather
391,tierra,0,"other Nouns"
392,cesped,0,"other Nouns"
393,caliente,0,weather
394,frio,0,weather
395,temperatura,0,weather
396,"La licenciatura",0,weather
397,pobre,0,"humans and animals"
398,pierna,0,"humans and animals"
399,cabeza,0,"humans and animals"
400,barriga,1,"humans and animals"
401,soportar,0,"humans and animals"
402,pie,0,"humans and animals"
403,cuerpo,0,"humans and animals"
404,ojo,0,"humans and animals"
405,boca,0,"humans and animals"
406,nariz,0,"humans and animals"
407,oido,0,"humans and animals"
408,escribir,0,"other verbs"
409,cuello,1,"humans and animals"
410,numero,0,numbers
411,Foto,0,"free time"
412,movil,0,"at home"
413,ordenador,0,"at home"
414,mesa,0,"at home"
415,silla,0,"at home"
416,televisor,0,"at home"
417,semental,1,"other Nouns"
418,Saco,1,clothes
419,pared,0,"at home"
420,amigo,0,"humans and animals"
421,nina,0,"humans and animals"
422,chico,0,"humans and animals"
423,boligrafo,1,"at home"
424,papel,1,"at home"
425,arbol,0,"other Nouns"
426,mono,1,"humans and animals"
427,flor,0,"other Nouns"
428,escuchar,0,"other verbs"
429,vaca,0,"humans and animals"
430,caballo,1,"humans and animals"
431,perro,0,"humans and animals"
432,perro,0,"humans and animals"
433,liebre,0,"humans and animals"
434,gato,0,"humans and animals"
435,escarabajo,1,"humans and animals"
436,abeja,0,"humans and animals"
437,"por la noche",1,time
438,dia,1,time
439,Reloj,1,time
440,viaje,1,travel
441,estupido,0,"other adjectives"
442,lugar,0,"other Nouns"
443,libre,0,"other adjectives"
444,Gasolinera,1,travel
445,pensar,0,"other verbs"
446,"Cuanto cuesta?",1,phrases
447,facil,0,"other adjectives"
448,dificil,0,"other adjectives"
449,abajo,0,"other adjectives"
450,espalda,0,"other adjectives"
451,reparar,0,"other Nouns"
452,roto,0,"other adjectives"
453,maleta,1,travel
454,nino,0,"humans and animals"
455,engranaje,1,"at home"
456,beber,0,"eat and drink"
457,Aeropuerto,0,travel
458,"estacion de ferrocarril",1,travel
459,extra,0,"other adjectives"
460,lunes,0,time
461,martes,0,time
462,miercoles,0,time
463,jueves,0,time
464,viernes,0,time
465,sabado,0,time
466,domingo,0,time
467,enero,0,time
468,febrero,0,time
469,marcha,0,time
470,decimo,1,numbers
471,abril,0,time
472,2021,1,time
473,mayo,0,time
474,junio,0,time
475,julio,0,time
476,agosto,0,time
477,septiembre,0,time
478,octubre,0,time
479,noviembre,0,time
480,diciembre,0,time
481,soga,1,"other Nouns"
482,valla,1,"at home"
483,ciudad,0,"at home"
484,Pueblo,1,"at home"
485,Euro,0,work
486,dinero,0,work
487,gasolina,0,travel
488,petroleo,0,travel
489,diesel,0,travel
490,tornillo,1,"other Nouns"
491,rapido,0,travel
492,lentamente,0,travel
493,freno,1,travel
494,motor,1,travel
495,manejar,0,travel
496,curva,1,travel
497,cruce,1,travel
498,semaforo,1,travel
499,Iglesia,1,travel
500,espejo,1,"at home"
501,ciervo,1,"humans and animals"
502,pajaro,0,"humans and animals"
503,"una pena",0,"other adjectives"
504,desaparecer,1,"other verbs"
505,"Me gusta",1,emotions
506,ingles,0,travel
507,repetir,1,"other verbs"
508,suerte,0,emotions
509,"fin de semana",1,time
510,pareja,0,"humans and animals"
511,boda,1,"other Nouns"
512,casado,0,"other adjectives"
513,"Cuantos anos tienes?",1,phrases
514,empresa,1,work
515,numero,0,numbers
516,"habla a",0,"at home"
517,casa,0,"at home"
518,bailar,0,"free time"
519,cabello,0,"humans and animals"
520,satisfecho,1,emotions
521,"no importa",0,"other adjectives"
522,Ayudar,0,"other Nouns"
523,"No hay problema?",1,phrases
524,trabajo,1,"at home"
525,trabajo,0,"at home"
526,padre,0,"humans and animals"
527,mama,0,"humans and animals"
528,abuelita,1,"humans and animals"
529,hija,1,"humans and animals"
530,hijo,0,"humans and animals"
531,hermanos,0,"humans and animals"
532,hermana,0,"humans and animals"
533,"estudiante universitario",0,work
534,Opera,1,travel
535,Universidad,1,work
536,desayuno,0,"eat and drink"
537,Almorzando,0,"eat and drink"
538,cena,0,"eat and drink"
539,bocadillo,0,"eat and drink"
540,chocolate,0,"eat and drink"
541,libro,0,"free time"
542,caja,1,"at home"
543,clave,0,"at home"
544,cartera,1,"at home"
545,electricidad,1,"at home"
546,contar,0,"other verbs"
547,hermosa,0,"other adjectives"
548,duscha,0,"at home"
549,camara,0,"free time"
550,imagen,0,"at home"
551,Inodoro,0,"at home"
552,"la red",1,"at home"
553,"cerrar con llave",1,"other verbs"
554,Entrada,0,"at home"
555,Salida,0,"at home"
556,horno,0,"at home"
557,nevera,0,"at home"
558,panaderia,1,"eat and drink"
559,negocio,1,work
560,carniceria,1,"eat and drink"
561,Usar,0,"other Nouns"
562,botella,0,"eat and drink"
563,Vidrio,0,"eat and drink"
564,Parte,0,"eat and drink"
565,aire,1,weather
566,gas,0,"other Nouns"
567,Ascensor,1,"at home"
568,suelo,1,"at home"
569,cama,0,"at home"
570,Calefaccion,1,"at home"
571,cocinar,0,"eat and drink"
572,"aire acondiciona",1,"at home"
573,luz,0,"at home"
574,basura,0,"at home"
575,dormir,0,"other verbs"
576,telefono,0,"at home"
577,pan,0,"eat and drink"
578,"Buen apetito",1,phrases
579,"Por el benificio!",0,phrases
580,invitacion,1,"free time"
581,"Esta perdido",0,"other verbs"
582,Sopa,0,"eat and drink"
583,jamon,0,"eat and drink"
584,salchicha,1,"eat and drink"
585,Pasta,0,"eat and drink"
586,arroz,0,"eat and drink"
587,pollo,1,"humans and animals"
588,queso,0,"eat and drink"
589,"interrogatorio intenso",1,"eat and drink"
590,limonada,0,"eat and drink"
591,jugo,0,"eat and drink"
592,Leche,0,"eat and drink"
593,azucar,0,"eat and drink"
594,sal,0,"eat and drink"
595,calido,0,weather
596,Fruta,0,"eat and drink"
597,trozo,0,"other Nouns"
598,Llegar,0,"other verbs"
599,exactamente,0,"other adjectives"
600,sangre,0,"humans and animals"
601,alcohol,0,"eat and drink"
602,Derecha!,0,phrases
603,grasa,0,"eat and drink"
604,grueso,0,"other adjectives"
605,delgada,0,"other adjectives"
606,gafas,0,clothes
607,mensaje,1,"free time"
608,sueno,0,"free time"
609,deseo,0,"free time"
610,lavar,0,"other verbs"
611,fresa,0,"eat and drink"
612,cebolla,0,"eat and drink"
613,Lana,1,materials
614,cuero,1,materials
615,Madera,0,materials
616,material,1,materials
617,"traje de bano",1,clothes
618,traje,1,clothes
619,Jabon,0,materials
620,Encendedor,1,"at home"
621,abrir,0,"other verbs"
622,cerrar,0,"other verbs"
623,vela,1,"at home"
624,Fuego,0,"other Nouns"
625,Pelicula,1,"free time"
626,leer,0,"other verbs"
627,aprender,0,"other verbs"
628,humo,0,"other verbs"
629,caminar,0,"other verbs"
630,Cigarrillo,0,"free time"
631,Pegamento,1,"other Nouns"
632,tijeras,0,"other Nouns"
633,peligroso,0,"other adjectives"
634,marcado,0,"other adjectives"
635,salvado,0,"other adjectives"
636,renta,0,"other verbs"
637,comprar,0,"other verbs"
638,nadar,0,"free time"
639,bola,0,"free time"
640,cara,1,"humans and animals"
641,bolso,1,clothes
642,individualmente,1,numbers
643,doble,1,numbers
644,mascara,0,clothes
645,Futbol,0,"free time"
646,tenis,0,"free time"
647,perder,0,"other verbs"
648,Llegar,0,"other verbs"
649,ganar,0,"other verbs"
650,salto,0,"other verbs"
651,edificio,1,travel
652,familia,0,"humans and animals"
653,campo,0,travel
654,isla,1,travel
655,creer,1,"other verbs"
656,centrar,0,"other Nouns"
657,linea,0,"other Nouns"
658,bar,0,travel
659,Solor,0,emotions
660,diente,1,"humans and animals"
661,piel,0,"humans and animals"
662,dedo,0,"humans and animals"
663,monitor,0,"other Nouns"
664,demostrar,0,"other verbs"
665,dormir,0,"other verbs"
666,decidir,1,"other verbs"
667,tableta,0,"other Nouns"
668,fiebre,1,"other Nouns"
669,cuenso,0,"at home"
670,temprano,0,time
671,tarde,0,time
672,igual,0,numbers
673,primavera,1,time
674,verano,1,time
675,otono,1,time
676,invierno,1,time
677,mojado,0,weather
678,vispera,0,time
679,Mediodia,0,time
680,moche,0,time
681,relampago,1,weather
682,Luna,0,weather
683,estrella,0,weather
684,viento,0,weather
685,ausencia,0,"other verbs"
686,diferente,0,"other adjectives"
687,andiedad,0,emotions
688,alegria,0,emotions
689,nervioso,0,emotions
690,cansado,0,emotions
691,pobre,0,"other adjectives"
692,Rico,0,"other adjectives"
693,tomar,0,"other verbs"
694,violin,1,"free time"
695,numeros,0,"other verbs"
696,disolver,0,"other verbs"
697,comienzo,0,"other verbs"
698,impuestos,1,"other verbs"
699,comodo,1,emotions
700,detectar,1,"other verbs"
701,saber,0,"other verbs"
702,"un poco",0,"other adjectives"
703,amplio,0,"other adjectives"
704,elevado,0,"other adjectives"
705,largo,0,"other adjectives"
706,pesado,0,"other adjectives"
707,tengo,0,"other verbs"
708,traer,0,"other verbs"
709,cosa,0,"other Nouns"
710,urgente,0,"other adjectives"
711,esquina,0,"other Nouns"
712,"unos pocos",0,"other adjectives"
713,incorrecto,0,"other adjectives"
714,correcto,0,"other adjectives"
715,error,0,"other Nouns"
716,Consecuencias,0,"other verbs"
717,amistoso,0,emotions
718,guitarra,1,"free time"
719,ley,1,work
720,liso,0,"other adjectives"
721,"ir a buscar",0,"other verbs"
722,ocurrencia,1,work
723,adentro,0,"other adjectives"
724,"duera de",0,"other adjectives"
725,interessante,0,emotions
726,todos,0,"personal adjectives"
727,alguien,0,"personal adjectives"
728,joven,0,"other adjectives"
729,viejo,0,"other adjectives"
730,Cadeno,1,clothes
731,Cerro,1,travel
732,inteligente,0,emotions
733,piano,1,"free time"
734,vacio,0,"other adjectives"
735,completo,0,"other adjectives"
736,cancion,1,"free time"
737,prestar,1,"other verbs"
738,relajado,0,"other adjectives"
739,gracioso,0,emotions
740,llevar,0,"other verbs"
741,bravo,1,emotions
742,Apellido,0,"humans and animals"
743,noticias,0,"at home"
744,Nunca,0,"other adjectives"
745,paz,0,emotions
746,madie,0,"personal adjectives"
747,Dios,0,"other Nouns"
748,"a menudo",0,"other adjectives"
749,Raro,0,"other adjectives"
750,original,0,"other Nouns"
751,norte,0,travel
752,oficialmente,0,"other adjectives"
753,este,0,travel
754,conocimiento,0,"other verbs"
755,Sur,0,travel
756,Oeste,0,travel
757,Austria,1,travel
758,residir,0,"at home"
759,pasaporte,0,travel
760,parque,0,travel
761,Rotura,0,"free time"
762,"mala suerte",0,emotions
763,Plan,0,travel
764,"el plastico",0,materials
765,precio,0,"other Nouns"
766,pruebas,0,"other verbs"
767,Adulto,1,"humans and animals"
768,rescate,1,"other verbs"
769,oler,1,"humans and animals"
770,Rosa,0,"other Nouns"
771,llamada,1,"other verbs"
772,recoger,0,"other verbs"
773,dano,1,"other Nouns"
774,estacion,1,time
775,broma,0,emotions
776,enviar,0,"other verbs"
777,golpear,0,"other verbs"
778,culpa,1,emotions
779,estimar,1,"other verbs"
780,asustar,1,"other verbs"
781,cortar,0,"other verbs"
782,"en silendio",0,"other adjectives"
783,"de acuerdo a",0,"other adjectives"
784,"con deguridad",0,"other adjectives"
785,sentarse,0,"other verbs"
786,pararse,0,"other verbs"
787,mentir,0,"other verbs"
788,"de inmediato",0,"other adjectives"
789,"de lo contrario",0,"other adjectives"
790,devertida,0,emotions
791,arana,1,"humans and animals"
792,cima,0,"other Nouns"
793,redondo,0,"other adjectives"
794,dificil,0,"other adjectives"
795,suave,0,"other adjectives"
796,fuerte,0,"other adjectives"
797,debil,0,"other adjectives"
798,Roca,0,"other Nouns"
799,"en vez de",0,"other adjectives"
800,voz,1,"humans and animals"
801,orgulloso,0,emotions
802,castigo,0,"other Nouns"
803,participar,1,"other verbs"
804,reunion,1,work
805,profundo,0,"other adjectives"
806,ruido,1,"other Nouns"
807,desgaste,0,"other verbs"
808,"la vida",0,"other verbs"
809,morir,0,"other verbs"
810,triste,0,emotions
811,fiel,1,emotions
812,seco,1,weather
813,separar,0,"other verbs"
814,"sin embargo",0,"other adjectives"
815,libertad,0,emotions
816,debajo,0,"other adjectives"
817,posible,0,"other adjectives"
818,Disparates,1,"other Nouns"
819,frima,1,work
820,titulo,0,work
821,"en la carretera",1,travel
822,interrumpir,1,"other verbs"
823,incompensible,0,"other adjectives"
824,"causa principal",0,"other Nouns"
825,prohibido,0,"other verbs"
826,necesitar,0,"other verbs"
827,responsable,1,work
828,mejorar,0,"other verbs"
829,olvidar,0,"other verbs"
830,trafico,1,travel
831,evitar,1,"other verbs"
832,licencia,0,"other verbs"
833,diferente,0,"other adjectives"
834,microfono,0,"free time"
835,promesa,1,"other verbs"
836,contrato,1,work
837,esconder,0,"other verbs"
838,intentar,0,"other verbs"
839,confianza,0,"other verbs"
840,seguro,1,"other Nouns"
841,pequeno,0,"other adjectives"
842,"parte delantera",0,"other adjectives"
843,espalda,0,"other adjectives"
844,Vamos!,1,phrases
845,verdad,0,"other Nouns"
846,mintiendo,0,"other verbs"
847,crecer,0,"other verbs"
848,cambiar,0,"other verbs"
849,encender,0,"other verbs"
850,apagar,0,"other verbs"
851,porque,0,"other adjectives"
852,escoger,0,"other verbs"
853,llorar,0,emotions
854,corto,0,"other adjectives"
855,NULL,0,general
856,"tirar a la basura",1,"other verbs"
857,"por lo menos",0,"other adjectives"
858,"a lo sumo",0,"other adjectives"
859,publicidad,1,"other Nouns"
860,recomendar,0,"other verbs"
861,precioso,0,"other adjectives"
862,NULL,0,general
863,preguntarse,0,"other Nouns"
864,sofa,0,"at home"
865,apuntar,0,"other Nouns"
866,empezar,0,"other Nouns"
867,Punto,0,"other Nouns"
868,linea,0,"other Nouns"
869,circulo,0,"other Nouns"
870,rectangulo,1,"other Nouns"
871,triangulo,1,"other Nouns"
872,centrar,0,travel
873,bastante,0,"other adjectives"
874,"para destruir",0,"other verbs"
875,capturado,1,"other verbs"
876,casualmente,0,"other adjectives"
877,futuro,1,time
878,historia,1,time
879,calcular,1,numbers
880,"por ejemplo",1,phrases
881,ultimo,0,"other adjectives"
882,Estado,1,"other Nouns"
883,cilindro,0,"other Nouns"
884,juntos,0,"other adjectives"
885,cono,1,"other Nouns"
886,caragdor,0,"other Nouns"
887,"por ciento",0,numbers
888,lista,0,"other Nouns"
889,Video,0,"free time"
890,"para presionar",0,"other verbs"
891,jalar,0,"other verbs"
892,elefante,0,"humans and animals"
893,pinguino,0,"humans and animals"
894,leon,1,"humans and animals"
895,Disco,0,travel
896,privado,0,"other adjectives"
897,gorra,1,clothes
898,altavoz,0,"other Nouns"
899,Profesor,1,work
900,falda,1,clothes
901,cumpleanos,0,"free time"
902,ocio,0,travel
903,vacaciones,0,travel
904,rueda,0,travel
905,desconocido,0,"other adjectives"
906,Despertador,1,"at home"
907,guardarropa,1,"at home"
908,cocina,0,"at home"
909,banera,1,"at home"
910,"cepillo de dientes",1,"at home"
911,radio,0,travel
912,letra,0,travel
913,pimienta,0,"eat and drink"
914,Serpiente,1,"humans and animals"
915,balcon,0,"at home"
916,direccion,1,travel
917,mochila,0,travel
918,puente,1,travel
919,tunel,1,travel
920,barba,1,"humans and animals"
921,taza,1,"free time"
922,estera,1,"at home"
923,caja,1,"at home"
924,manta,1,"at home"
925,sotano,0,"at home"
926,garaje,0,"at home"
927,estante,1,"at home"
928,suelo,0,"at home"
929,moverse,0,"other verbs"
930,tocar,0,"other verbs"
931,periodico,1,"at home"
932,niebla,1,weather
933,nieve,0,weather
934,camisa,1,clothes
935,"para volar",0,travel
936,otono,0,"other verbs"
937,casco,1,clothes
938,idioma,1,travel
939,rotura,0,"other verbs"
940,vista,1,travel
941,dibujar,0,"free time"
942,generalmente,0,"other adjectives"
943,carga,0,"other verbs"
944,acelerar,0,"other verbs"
945,"parege ser",0,"other verbs"
946,relajarse,0,"free time"
947,Viva,1,weather
948,perezoso,0,emotions
949,ambicioso,0,emotions
950,dar,0,"other verbs"
951,lavabo,1,"at home"
952,dar,0,"other verbs"
953,carino,1,"other Nouns"
954,dulce,0,"eat and drink"
955,agudo,0,"eat and drink"
956,enfadado,0,"eat and drink"
957,repugnante,0,"other adjectives"
958,amargo,0,"eat and drink"
959,muerto,0,"other adjectives"
960,tocar,0,"free time"
961,decoracion,0,"at home"
962,"control remoto",1,"at home"
963,camion,0,travel
964,tela,1,"at home"
965,almohadilla,1,"at home"
966,lata,0,"eat and drink"
967,paquete,0,"other Nouns"
968,conexion,1,"other Nouns"
969,arriba,0,"at home"
970,cortina,1,"at home"
971,Libra,1,"other Nouns"
972,fecha,0,time
973,bandera,0,"other Nouns"
974,promedio,1,numbers
975,caso,0,"other Nouns"
